"ca1" "ca2" "ca3" "cm1" "cm2" "cm3" "aa1" "aa2" "aa3" "aa4" "am1" "am2" "am3" "ic1" "ic2" "ic3"
"1" -0.947026883555263 -1.45410318965203 0.809777102085841 1.1717078030632 0.940796929450665 1.59016622217686 1.04273072514564 1.55260551111569 1.36572214222089 2.98244190281952 0.912080395960642 0.547276162182616 0.112201631317662 0.0230087625550517 0.27759174909688 0.40223693989605
"2" 0.211951848271946 -1.04411529381663 0.946729290290154 -0.553336842159636 -0.455804418638595 0.364809529330818 -0.991762012003496 -0.76279402254958 -1.17761715712056 -0.864093265444564 -0.904570975431797 0.302153272054282 -0.104177221976249 0.684301765473573 0.339608719333381 0.619419409209316
"3" 0.214627171916539 0.223791585949845 -0.152370021490403 1.35374650511172 0.0725647386546906 1.2119854535757 -0.341492663695129 -0.622579570013126 -0.874982054697503 -0.745764652137596 -0.0304678307429851 -1.61609781887944 -1.7316815934477 -1.31994058745132 -0.960214223613562 -0.874825043293845
"4" 1.59910504464179 -0.0540694373455952 1.82499675962706 1.14605226632067 0.346154013431387 -0.947870822747721 1.20385038046818 0.835362831367019 0.859800813150309 1.43207596769066 1.74818407211199 3.16508668086868 1.16869931657743 1.90048840714128 1.34668090779623 1.21560231679454
"5" 1.25389458185942 0.279698531951639 0.353764931563459 -0.235207528584772 0.515193299069294 -1.16976310456111 0.882992434250908 0.730972334167431 0.338780024781441 1.33530879217998 -0.722034163141425 -0.310775019820348 -2.81110515224439 -0.777245145369243 -0.565097125303159 -0.449019851380415
"6" -0.544483855627329 -0.155671091119755 -0.641177669468069 1.84563881123765 0.174662183697058 1.74370297070588 -0.462902963631129 -0.813448543951919 0.690057443755211 -0.954463381729488 -0.889412018853852 -0.226073788487058 -1.20134813978119 -0.618546590013948 -0.442507443918414 0.787751853296327
"7" -1.31870981574339 -0.587996391841272 -0.213600927994193 -0.444121275742181 -1.03395042342581 -0.258241502673951 0.023705292085218 0.167963031383723 0.593160309673815 0.447028256580505 -0.296649058255785 -0.268836535995065 0.137454350957042 0.645789340010757 2.23043655774191 1.4988247902598
"8" 1.25727743809103 -0.428786110249554 2.02408383257135 -0.039437269424577 1.48027069773871 0.375836258726119 -0.480513416799732 0.759154402398243 -0.620540816969429 0.934202973063608 0.348611184727531 0.426477487839264 0.192408076520902 0.346247337226585 0.226099766283866 -0.0354353687418582
"9" -0.773265695784338 0.99925122548984 1.78909083420222 1.30427415403209 0.553291636266259 0.403388576097907 -0.740799861188109 0.742637265350563 1.81137264374262 0.414686108684725 -0.317035449773243 -0.0760424136268659 0.801434979519137 0.196679576380377 0.447605575597969 0.331632622184458
"10" 1.01648214857219 -0.0874227221862119 0.0907704059711873 0.101599331476008 -0.257150424424566 0.524978006149409 1.17742034356018 1.29698472734537 1.07868575955921 -0.280133909755999 -0.915444220644316 0.273107824933895 0.203758297600085 0.984040477510736 1.43793608367684 0.784997000394097
"11" 0.509565961135093 -0.291598811719723 -0.40291066340687 -0.931320464444187 -0.32911284703538 -0.890612038851995 0.029124509795442 -0.0682112755178018 1.07636577697126 -0.605185304680771 0.222141241056274 -0.872874117716066 0.391109990713408 1.07067952853941 1.00661255248455 1.24620881462687
